UID,LAST_NAME,FIRST_NAME,ALIASES,ALTERNATIVE_SPELLING
1053,REVOLUTIONARY ARMED FORCES OF COLOMBIA - PEOPLE'S ARMY,,"(FARC-EP);Alternative Revolutionary Force of the Common;Armed Residual Organized Group;CNGSB;COMISIÓN NACIONAL DE FINANZAS;COMMISSION NATIONALE DES FINANCES;COORDINADORA NACIONAL GUERRILLERA SIMON BOLIVAR (CNGSB);Colombia Revolutsioonilised Relvajõud;Colombias Væbnede Revolutionære Styrker;Colombias revolutionara bevapnade styrkor;Colombias revolutionära beväpnade styrkor;Colombias revolutionära väpnade styrkor;Colombias vaebnede revolutionaere styrker;Colombias väpnade revolutionära styrkor - Farc;Colombias væbnede revolutionære styrker;Commission nationale des finances (Comisión Nacional de Finanzas);Coordinadora Nacional Guerrillera Simon Bolivar (CNGSB);EJÉRCITODEL PUEBLO;FARC;FARC-EP;FORCES ARMÉES RÉVOLUTIONNAIRES DE COLOMBIE;FORCES ARMÉES RÉVOLUTIONNAIRES DE COLOMBIE-ARMÉE DU PEUPLE;FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA;FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA (FARC);FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA - EJERCITO DEL PUEBLO;FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA-EJÉRCITO DEL PUEBLO FARC-EP;FUERZAS ARMADAS REVOLUCIONARIAS DE COLUMBIA-EJÉRCITO DEL PUEBLO,FARC-EP;Forcas Armadas Revolucionarias da Colombia;Forces armées revolutionnaires de Colombie;Forces armées révolutionnaires de Colombie;Forces armées révolutionnaires de Colombie (FARC);Forces armées révolutionnaires de Colombie-Armée du peuple;Forces armées révolutionnaires de Colombie-Armée du peuple (Fuerzas Armadas Revolucionarias de Colombia-Ejército del Pueblo, FARC-EP);Fortele Armate Revolutionare din Columbia;Forze armate rivoluzionarie della Colombia;Forzi Armati Rivoluzzjonarji tal-Kolombja;Forças Armadas Revolucionárias da Colômbia;Forças Armadas Revolucionárias da Colômbia - FARC;Fuerza Alternativa Revolucionaria del Común;Fuerzas Armadas Revolucionarias de Colombia;Fuerzas Armadas Revolucionarias de Colombia (FARC);Fuerzas Armadas Revolucionarias de Colombia - Ejército del Pueblo;Fuerzas Armadas Revolucionarias de Colombia - Ejército del Pueblo (FARC-EP);Fuerzas Armadas Revolucionarias de Colombia-Eercito del Pueblo;Fuerzas Armadas Revolucionarias de Colombia-Ejército del Pueblo (FARC-EP);Fuerzas Armadas Revolucionarias de Colombia-Ejército del Pueblo, FARC-EP;Fuerzas Armadas Revolucionarias de Columbia-Ejército del Pueblo, FARC-EP;Fuerzas armadas revolucionarias de Colombia;Fuerzas armadas revolucionarias de Colombia (FARC);Fuerzas armadas revolucionarias de Colombia - FARC;Fuerzas armadas revolucionarias de Colombia - FARC (Revolutionary Armed Forces of Colombia);Fuerzas armadas revolucionarias de Colombia - Farc;Fuerzas armadas revolucionarias de Colombia, FARC;Fuerzas armadas revolucionarias de Columbia;Fuerzas armadas revolucionarias de Columbia - FARC;Fuerzas armadas revolucionarias de Colômbia - FARC;GAO-r;Il-Forzi Armati Rivoluzzjonarji tal-Kolombja;Il-Forzi Armati Rivoluzzjonarji tal-Kolombja (FARC);KRGP;Kolumbia Revolutsioonilised Relvajoud;Kolumbia Revolutsioonilised Relvajõud;Kolumbiai Forradalmi Fegyveres Erok;Kolumbian vallankumoukselliset asevoimat;Kolumbijas revolucionarie armijas spaki;Kolumbijos revoliucines ginkluotosios pajegos;NATIONAL FINANCE COMMISSION;National Finance Commission (Comisión Nacional de Finanzas);Oborozene revolucionarne sile Kolumbije;Oboro¸ene revolucionarne sile Kolumbije;Oboro¸ene revolucionarne sile Kolumbije - FARC;REVOLUTIONAIRE GEWAPENDE KRACHTEN VAN COLOMBIA;REVOLUTIONARY ARMED FORCES OF COLOMBIA;REVOLUTIONARY ARMED FORCES OF COLUMBIA;REVOLUTIONARY ARMED FORCES OF COLUMBIA (FARC);REVOLUTIONARY ARMED FORCES OF COLUMBIA-PEOPLE'S ARMY;Revolucne ozbrojene sily Kolumbie;Revolucni ozbrojene síly Kolumbie;Revolutionaire Gewapende Krachten van Colombia;Revolutionaire Strijdkrachten van Colombia;Revolutionare Armee von Kolumbien;Revolutionary Armed Forces of Colombia;Revolutionary Armed Forces of Colombia (FARC);Revolutionary Armed Forces of Colombia-People's Army;Revolutionary Armed Forces of Colombia-People's Army (Fuerzas Armadas Revolucionarias de Colombia-Ejército del Pueblo, FARC-EP);Revolutionary Armed Forces of Columbia;Revolutionary Armed Forces of Columbia-People's Army;Revolutionary Armed Forces of Columbia-People's Army (Fuerzas Armadas Revolucionarias de Columbia-Ejército del Pueblo, FARC-EP);Revolutionäre Armee von Kolumbien;Revolutionäre Streitkräfte Kolumbiens",
1223,GOCHE,Nicholas Tasunungurwa,"GOCHE,NICHOLAS TASUNUNGURWA;GOCHE,Nicholas;GOCHE,Nicholas Takawira;GOCHE,Nicholas Tasunungurwa;Goche Nicholas Tasunungurwa;Goche,Nicholas;Goche,Nicholas Tasunungurwa;Nicholas GOCHE;Nicholas Goche",
1313,HAMAS,,A Hamas-Izz al-Din al-Qassem;Al-Athja al-Islami;Al-Mujaydeen El- Palestinian Majed;Al-Tiar al-Islami;EQB;Ezzedeen Al-Qassam Brigades;Ezzedeen Al-Qassam Brigades (EQB);HAMAS;HAMAS (Islamic Resistance Movement);HAMAS INCLUDING IZZ AL-DIN AL-QASSAM BRIGADES;HAMAS INCLUDING IZZ-AL-DIN AL-QASSEM;HAMAS IZZ AL-DIN AL-QASSEM BRIGADES;HAMAS-IZZ AL DIN AL-QASSEM;HAMAS-IZZ AL-DIN AL-QASSAM BRIGADES;HAMAS-IZZ AL-DIN AL-QASSEM;HAMAS-IZZ AL-DIN AL-QASSEM BRIGADES;HAMAS-IZZ AL-DIN AL-QASSEM THE TERRORIST WING OF HAMAS;HARAKAT AL-MUKAWAMAT AL-ISLAMIYA;HARAKAT AL-MUQAWAMA AL-ISLAMIYA;HARAKAT AL-MUQAWAMAH AL-ISLAMIYYAH;HARAKAT MUQAWAMMAH AL-ISLAMMIYYA;Hamas;Hamas (Harakat Al-Muqawama Al-Islamiya) (Islamic Resistance Movement);Hamas (including Hamas-Izz al-Din al-Qassem);Hamas Izz al Din al Qassem;Hamas Izz al-Din al-Qassem Brigades;Hamas Izzaddín al-Kassám;Hamas including Izz al-Din al-Qassam Brigades;Hamas' Izz al-Din al-Qassam Brigades;Hamas's Izz al-Din al-Qassam Brigades;Hamas-Izz a-Din a-Quassem;Hamas-Izz al-Din al Qassem;Hamas-Izz al-Din al-Qassam;Hamas-Izz al-Din al-Qassem;Hamas-Izz al-Din al-Qassem (branche terroriste du Hamas);Hamas-Izz al-Din al-Qassem Brigades;Hamas-Izz al-Din al-Quassem;Hamas-Izz al-Din-al-Qassem;Hamas-the Islamic resistance movement;Hamasz;Hamás;Hamás-Izz al-Din al-Qassem;Hamász;Harakat Al-Muqawama Al-Islamiya;Harakat al-Muqawama al-Islamiya;Harakat al-Muqawamah al-Islamiyyah (Hamas);Harhat Elmkuma Elaslamia;IQB;ISLAMIC RESISTANCE MOVEMENT;IZZ AD-DIN AL-QASSAM BRIGADES;IZZ AL-DIN AL QASSAM BATTALIONS;IZZ AL-DIN AL QASSAM BRIGADES;IZZ AL-DIN AL QASSAM FORCES;IZZ AL-DIN AL-QASSAM BRIGADES (IQB);IZZ AL-DIN AL-QASSIM BATTALIONS;IZZ AL-DIN AL-QASSIM BRIGADES;IZZ AL-DIN AL-QASSIM FORCES;IZZEDDINE AL-QASSAM BRIGADES;Islamic Resistance Movement;Izz Al-Din Al Qassam Battalions;Izz Al-Din Al Qassam Brigades;Izz Al-Din Al Qassam Forces;Izz Al-Din Al Qassim Battalions;Izz Al-Din Al Qassim Brigades;Izz Al-Din Al Qassim Forces;Izz al-Din Al-Qassem Brigades;Izz al-Din Al-Qassem Brigades (IQB);Izz al-Din al-Qassam Brigades;Izz al-Din al-Qassam Brigades (IQB);Izz al-Din al-Qassam-brigaderna;Military Wing of Hamas;Military wing of Hamas;Mouvement de résistance islamique;STUDENT OF THE ENGINEER;STUDENTS OF AYYASH;STUDENTS OF THE ENGINEER;Students of Ayyash;Students of the Engineer;Xamac;YAHYA AYYASH UNITS;Yahya Ayyash Units;harakaat maqauma al-islamiya,
1318,AL-HAMO,Ahmad,"AL HAMOU,Ahmad;AL-HAMO,Ahmad;AL-HAMU AHMAD;AL-HAMU Ahmad;AL-HAMU,AHMAD;AL-HAMU,Ahmad;Ahmad AL-HAMO;Ahmad AL-HAMU;Ahmad Al-Hamu;Ahmad al-Hamo;Ahmad al-Hamu;HAMOU,Ahmed;HAMU,Ahmad;al-Hamo;al-Hamo Ahmad;al-Hamu Ahmad",
1365,HIZBALLAH,,"AL HIZB;AL-MUQAWAMA AL-ISLAMIYYA ('THE ISLAMIC RESISTANCE') (IR);AL-MUQAWAMAH AL-ISLAMIYYAH (ISLAMIC RESISTANCE);AL-MUQAWAMAH AL-ISLAMIYYAH (RÉSISTANCE ISLAMIQUE);ALLAHIN HIZBI;ALLAHIN PARTISI;ANSAR AL-ALLAH (FOLLOWERS OF GOD/PARTISANS OF GOD/GOD'S HELPERS/LES PARTISANS DE DIEU);ANSAR ALLAH;ANSAR ALLAH (FOLLOWERS OF GOD/PARTISANS OF GOD/GOD'S HELPERS/PARTISANS DE DIEU);ANSAR ALLAH, FOLLOWERS OF THE PROPHET MUHAMMED;ANSAROLLAH (FOLLOWERS OF GOD/PARTISANS OF GOD/GOD'S HELPERS/LES PARTISANS DE DIEU);Al-Muqawama al-Islamiyya;Al-Muqawamah al-Islamiyyah;Al-Muqawamah al-Islamiyyah (Islamic Resistance);Al-Muqawamah al-Islamiyyah (Résistance islamique);Ansar Allah;Ansar Allah (Followers of God/Partisans of God/God's Helpers);Ansar Allah (Les Partisans de Dieu);Ansar al-Allah;Ansar al-Allah (Followers of God/Partisans of God/God's Helpers);Ansar al-Allah (Les Partisans de Dieu);Ansarollah;Ansarollah (Followers of God/Partisans of God/God's Helpers);Ansarollah (Les Partisans de Dieu);DISCIPLES DU PROPHÉTE MAHOMET;Disciples du prophète Mahomet;EXTERNAL SECURITY ORGANIZATION OF HEZBOLLAH;FOLLOWERS OF THE PROPHET MUHAMMED;Followers of God;Followers of the Prophet Muhammad;Followers of the Prophet Muhammed;God's Helpers;HEZBALLAH;HEZBOLA;HEZBOLLAH;HEZBULLAH;HISBOLAH;HISBOLLAH;HIZ BALLAH;HIZBALLAH ESO;HIZBALLAH INTERNATIONAL;HIZBOLA;HIZBOLAH;HIZBOLLAH;HIZBU'LLAH;HIZBULLAH;HIZBULLAR;Hezballah;Hezbollah;Hezbullah;Hisbollah;Hizb Allah;Hizballah;Hizballah (Party of God);Hizbollah;Hizbu'llah;Hizbullah;IR;ISLAMIC JIHAD;ISLAMIC JIHAD (ISLAMIC HOLY WAR);ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE;ISLAMIC JIHAD ORGANIZATION;ISLAMIC RESISTANCE;Islamic Holy War;Islamic Jihad;Islamic Jihad (Islamic Holy War);Islamic Jihad Organisation;Islamic Jihad Organization;Islamic Jihad for the Liberation of Palestine;Islamic Resistance;Islamic Resistance (IR);JIHAD ISLAMIQUE (GUERRE SAINTE ISLAMIQUE);JIHAD ISLAMIQUE DE LIBÉRATION DE LA PALESTINE;Jihad islamique (Guerre sainte islamique);Jihad islamique de libération de la Palestine;LEBANESE HEZBOLLAH;LEBANESE HIZBALLAH;LEBANESE HIZBOLLAH'S MILITARY WING;Lebanese Hizballah;Lebanese Hizbollah;Lebanese Hizbollah's military wing;Military Wing of Hezbollah;Military Wing of Hizbullah;Military Wing of Lebanese Hizballah;Military Wing of Lebanese Hizbollah;Military wing of Hezbollah;Military wing of Hizbullah;Military wing of Lebanese Hizballah;Military wing of Lebanese Hizbollah;Muassasat tatour almajtama;ORGANISATION DE LA JUSTICE RÉVOLUTIONNAIRE;ORGANISATION DES OPPRIMÉS;ORGANISATION DU BIEN CONTRE LE MAL;ORGANISATION DU JIHAD ISLAMIQUE;ORGANIZATION OF RIGHT AGAINST WRONG;ORGANIZATION OF THE OPPRESSED;ORGANIZATION OF THE OPPRESSED ON EARTH;Organisation de la justice révolutionnaire;Organisation des opprimés sur terre;Organisation du Jihad islamique;Organisation du bien contre le mal;Organisation of Right against Wrong;Organisation of the Oppressed;Organisation of the Oppressed on Earth;Organisations des opprimés;Organization of Right Against Wrong;Organization of Right Against Wrong and Followers of the Prophet Muhammed;Organization of Right against Wrong;Organization of the Oppressed;Organization of the Oppressed on Earth;PARTI DE DIEU;PARTIDO DE DIOS;PARTY OF GOD;Parti de Dieu;Partido de Dios;Partisans of God;Party of Allah;Party of God;REVOLUTIONARY JUSTICE ORGANIZATION;Revolutionary Justice Organization;RÉSISTANCE ISLAMIQUE;Résistance islamique;Society development institution;The Islamic Resistance;The Islamic Resistance (IR);The Party of God",
1384,HARAKAT UL-MUJAHIDEEN,,ABSAR-UL-UMMA;AL HILAL TRUST;AL QANOON;AL-FARAN;AL-HADID;AL-HADITH;ANSAR-UL-UMMAH;ANSARUL UMMAH;Al Qanoon;Al-Faran;Al-Hadid;Al-Hadith;Ansar-Ul-Ummah (AUU);HARAKAT UL JIHAD I ISLAMI (HUJI);HARAKAT UL- MUJAHIDEEN;HARAKAT UL-ANSAR;HARAKAT UL-MUJAHI-DEEN;HARAKAT UL-MUJAHIDEEN AL-FARAN;HARAKAT UL-MUJAHIDIN;HARAKAT UL-MUJAHIDIN (HUM);HARAKAT UL-MUJAHIDIN / HUM;HARAKAT UL-MUJAHIDIN/HUM;HARAKAT-UL-MUJAHIDEEN AL-ALMI;HARKAT MUJAHIDEEN;HARKAT-UL MUJAHIDEEN;HARKAT-UL-ANSAR;HARKAT-UL-JEHAD-E-ISLAMI;HARKAT-UL-MUJAHADEEN;HARKAT-UL-MUJAHIDEEN AL-ALAMI;HARKATUL MUJAHIDEEN;HARKU-UL MUJAHIDEEN;HOLY WARRIORS MOVEMENT;HUA;HUJI;HUM;HUM-A;Harakat Mujahideen (HM);Harakat Ul Ansar (HuA);Harakat Ul- Mujahideen;Harakat Ul-Ansar;Harakat Ul-Mujahideen;Harakat Ul-Mujahidin;Harakat Ul-Mujahidin (HUM);Harakat Ul-Mujahidin / HUM;Harakat Ul-Mujahidin/HUM;Harakat al- Mujahideen;Harakat al-Ansar;Harakat al-Mujahideen;Harakat ul Jihad i Islami (HUJI);Harakat ul-Ansar;Harakat ul-Jihad-i-Islami (HUJI);Harakat ul-Mudjahidin (HuM);Harakat ul-Mujaheddin;Harakat ul-Mujahedeen;Harakat ul-Mujahedin;Harakat ul-Mujahideen;Harakat ul-Mujahideen (HuM);Harakat ul-Mujahidin;Harakat ul-Mujahidin (HUM);Harakat ul-Mujahidin / HUM;Harakat-Ul-Mujahideen;Harakat-Ul-Mujahideen/Alami;Harakat-Ul-Mujahideen/Alami (HuM/A);Harakat-ul-Ansar (HuA);Harakat-ul-Mujahideen al-Almi;Harkat Mujahideen;Harkat ul-Ansar;Harkat ul-Mujahideen;Harkat-Ul-Ansar;Harkat-Ul-Jehad-E-Islami;Harkat-Ul-Mujahideen;Harkat-ul-Ansar;Harkat-ul-Jehad-e-Islami;Harkat-ul-Mujahideen;Holy Warriors Movement;HuA;HuM;HuM/A;Islamic Freedom Fighters Group;Islamic Freedom Fighters Movement;JAMAT-UL-ANSAR;JAMIAT UL-ANSAR;JAMIAT-UL-ANSAR;JAMIATUL ANSAR;Jameet-ul-Ansar;Jamiat ul-Ansar;Jamiat ul-Ansar (JuA);Jamiat-ul-Mujahideen;JuA;KHARAKAT UL-ANSAR;Kharakat Ul-Ansar;MOVEMENT OF HELPERS;MOVEMENT OF ISLAMIC FIGHTERS;MOVEMENT OF MUJAHIDEEN;Mouvement des combattants de la guerre sainte;Mouvement des combattants islamiques;Mouvement des compagnons du Prophète;Mouvement des moudjahidin;Movement of Holy Warriors;Movement of Islamic Fighters;Movement of the Helpers;Movement of the Mujahideen;al-Faran,
1395,AL-TIKRITI,Saddam Hussein,"ABU ALI;AL-TIKRITI,SADDAM HUSSEIN;AL-TIKRITI,Saddam Hussein;Abou Ali;Abu Ali;HUSAYN,Saddam;HUSSAIN,Saddam;HUSSEIN AL-TIKRITI Saddam;HUSSEIN AL-TIKRITI,Saddam;HUSSEIN,Saddam;Hussein Al-Tikriti,Saddam;SADDAM HUSSEIN AL-TIKRITI;Saddam Hussein Al-Tikriti",
1398,AL-HUWAYSH,Isam Rashid,"AL HUWAYSH,Isam Rashid;HUWAYSH,Issam Al-Mulla",
1438,REAL IRA,,32 COUNTY SOVEREIGNTY COMMITTEE;32 COUNTY SOVEREIGNTY MOVEMENT;32 County Sovereignty Committee;32 County Sovereignty Movement;Det rigtige IRA;IRA;IRA AUTÉNTICO;IRA auténtico;IRISH REPUBLICAN PRISONERS WELFARE ASSOCIATION;IRPWA;Irish Republican Army;Irish Republican Prisoners Welfare Association;New IRA;ONH;Oglaigh na h-Eireann;Oglaigh na hEireann;RAAD;REAL IRA;REAL IRISH REPUBLICAN ARMY;REAL IRISH REPUBLICAN ARMY (RIRA);REAL OGLAIGH NA HEIREANN;RIRA;Real IRA;Real IRA (RIRA);Real IRA/ONH;Real Irish Republican Army;Real Irish Republican Army (RIRA);Real Oglaigh Na Heireann;TRUE IRA;The New IRA;The Republican Action Against Drugs;Tikroji IRA;Tõeline IRA;Verkliga IRA;Wahre IRA;varsinainen IRA;ÓGLAIGH NA HÉIREANN,
1478,AL-TAI,Sultan Hashim Ahmad,"AHMED,Sultan Hashem;AL TAI,Sultan Hashim Ahmad;AL-JABBURI TAI,Sultan Hashim Ahmad;AL-JABURRI AL-TAI,Hashem Ahmed;AL-TA'I,SULTAN HASHIM AHMAD;AL-TA'I,Sultan Hashim Ahmad;AL-TAI,Soultan Hachim Ahmed;SULTAN HASHIM AHMAD AL-TA'I;Soultan Hachim Ahmed Al-Tai;Soultan Hashim Ahmed Al-Tai;Sultan Hashim Ahmad Al-Ta'I;Sultan Hashim Ahmad Al-Ta'i",
1504,JELAVIC,Ante,,
1555,KAHANE CHAI,,AMERICAN FRIENDS OF THE UNITED YESHIVA;AMERICAN FRIENDS OF YESHIVAT RAV MEIR;American Friends of Yeshivat Rav Meir;American Friends of the United Yeshiva;COMMITTEE FOR THE SAFETY OF THE ROADS;Committee for the Safety of the Roads;DIKUY BOGDIM;DOV;Dikuy Bogdim;FONDS DE KFAR TAPUAH;FOREFRONT OF THE IDEA;FRIENDS OF THE JEWISH IDEA YESHIVA;Fonds de Kfar Tapuah;Forefront of the Idea;Friends of the Jewish Idea Yeshiva;JEWISH IDEA YESHIVA;JEWISH LEGION;JUDEA POLICE;JUDEAN CONGRESS;JUDEAN LEGION;JUDEAN VOICE;Jewish Idea Yeshiva;Jewish Legion;Judea Police;Judean Congress;Judean Legion;Judean Voice;KACH;KAHANE;KAHANE CHAI (KACH);KAHANE LIVES;KAHANE TZADAK;KAHANE VIT;KAHANE.ORG;KAHANETZADAK.COM;KFAR TAPUAH FUND;KOACH;Kach;Kach Movement;Kahana Chai;Kahana Lives;Kahane Chai;Kahane Chai (Kach);Kahane Lives;Kahane Tzadak;Kahane vit;Kahane.net;Kahane.org;Kahanetzadak.com;Kfar Tapuah Fund;Koach;Lehava;LÉGION JUDÉENNE;Légion judéenne;MEIR'S YOUTH;MOUVEMENT QOMEMIYUT;Meir's Youth;Mouvement Qomemiyut;NEW KACH MOVEMENT;NEWKACH.ORG;NO'AR MEIR;New Kach Movement;No'ar Meir;No'ar Meir Repression of Traitors;ORDRE DE LA TORAH;Ordre de la Torah;POLICE DE JUDÉE;Police de Judée;QOMEMIYUT MOVEMENT;Qomemiyut Movement;REPRESSION OF TRAITORS;Repression of Traitors;RÉPRESSION DES TRAÎTRES;Répression des traîtres;STATE OF JUDEA;STATE OF YEHUDA;SWORD OF DAVID;State of Judea;State of Yehuda;Sword of David;THE COMMITTEE AGAINST RACISM AND DISCRIMINATION;THE COMMITTEE AGAINST RACISM AND DISCRIMINATION (CARD);THE HATIKVA JEWISH IDENTITY CENTER;THE INTERNATIONAL KAHANE MOVEMENT;THE JEWISH IDEA YESHIVA;THE JUDEAN LEGION;THE JUDEAN VOICE;THE QOMEMIYUT MOVEMENT;THE RABBI MEIR DAVID KAHANE MEMORIAL FUND;THE VOICE OF JUDEA;THE WAY OF THE TORAH;THE YESHIVA OF THE JEWISH IDEA;The Committee against Racism and Discrimination;The Committee against Racism and Discrimination (CARD);The Hatikva Jewish Identity Center;The International Kahane Movement;The Jewish Idea Yeshiva;The Judean Legion;The Judean Voice;The Qomemiyut Movement;The Rabbi Meir David Kahane Memorial Fund;The Revolt;The Voice of Judea;The Way of Torah;The Yeshiva of the Jewish Idea;VOIX JUDÉENNE;Voix judéenne;WAY OF THE TORAH;Way of The Torah;Way of the Torah;YESHIVA DE LA PENSÉE JUIVE;YESHIVA OF THE JEWISH IDEA;YESHIVAT HARAV MEIR;Yeshiva de la pensée juive;Yeshiva of the Jewish Idea;Yeshivat Harav Meir;newkach.org;ÉPÉE DE DAVID;ÉTAT DE JUDÉE;ÉTATDE YEHUDA;Épée de David;État de Judée;État de Yehuda,
1614,KHALIL,Dr Ahmad Murtada Ahmad,"KHALIL,Ahmad Murtadha Ahmad;KHALIL,Dr. Ahmad Murtada Ahmad",
1617,KHAMENEI,Ali Husseini,"HOSEINI-KHAMENEI,Ali;HOSEYNI KHAMENEI,Ayatollah Sayyed Mohammad Ali;HOSSEINI KHAMENEH,Sayyed Ali;HOSSEINI-KHAMENEI,Ali;HOSSINI-KHAMENEI,Ayatollah Sayyed Ali;HUSSEINI KHAMENIE,Ali;Hoseini-KHAMENEI,Ali;KHAMENEI,Ali;KHAMENEI,Ali Husseini;KHAMENEI,Seyed Ali",
1734,KURDISTAN WORKERS' PARTY,,"'HSK';'KHK';CONGRES DU PEUPLE DU KURDISTAN;CONGRES POPULAIRE DU KURDISTAN;CONGRÈS POUR LA LIBERTÉ ET LA DÉMOCRATIE AU KURDISTAN;Congrès du peuple du Kurdistan;Congrès populaire du Kurdistan;Congrès pour la Liberté et la Démocratie au Kurdistan;DEMOCRACY CONGRESS;DEMOCRACY CONGRESS OF KURDISTAN;Delavska stranka Kurdistana;Delavska stranka Kurdistana - PKK;Det Kurdiske Arbejderparti;Det Kurdiske Arbejderparti - PKK;FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN;FREEDOM AND DEMOCRATIC CONGRESS OF KURDISTAN;Freedom Brigade;Freedom and Democracy Congress of Kurdistan;Freedom and Democratic Congress of Kurdistan;HALU MESRU SAVUNMA KUVVETI;HALU MESRU SAVUNMA KUVVETI (HSK);HEZAN PARASTINA GEL;HPG;HSK;Halu Mesru Savunma Kuvveti;Halu Mesru Savunma Kuvveti (HSK);Hezan Parastina Gel;Hezan Parastina Gel (HPG);Hezen Parastina Gel (HPG);KADEK;KG;KGK;KHK;KOERDISCHE ARBEIDERSPARTIJ - PKK;KONGRA AZADI U DEMOKRASIYA KURDISTAN;KONGRA GEL;KONGRA GELE KURDISTAN;KONGRA-GEL;KONGRA-GEL(KGK);KONGREYA AZADI U DEMOKRASIYA KURDISTAN;KPC;KURDISH FREEDOM FALCONS;KURDISH FREEDOM HAWKS;KURDISH LIBERATION HAWKS;KURDISTAN FREEDOM;KURDISTAN FREEDOM AND DEMOCRACY CONGRESS;KURDISTAN FREEDOM BRIGADE;KURDISTAN HALK KONGRESSI;KURDISTAN LABOR PARTY;KURDISTAN OZGURLUK SAHINLERI;KURDISTAN PEOPLE'S CONFERENCE;KURDISTAN PEOPLE'S CONGRESS;KURDISTAN PEOPLE'S CONGRESS (KHK);KURDISTAN WORKERS PARTY;KURDISTAN WORKERS' PARTY (PKK);Kadek;Koerdische Arbeiderspartij;Koerdische Arbeiderspartij (PKK);Kongra Azadi u Demokrasiya Kurdistan;Kongra Gel;Kongra Gel Kurdish;Kongra Gele Kurdistan;Kongra Gele Kurdistan (PKK);Kongra-Gel;Kongra-Gel (KGK);Kurd Munkáspárt;Kurd Munkáspárt - PKK;Kurdische Arbeiterpartei;Kurdische Arbeiterpartei - PKK;Kurdish Freedom Falcons;Kurdish Liberation Hawks;Kurdistan;Kurdistan Freedom Brigade;Kurdistan Freedom Hawks;Kurdistan Freedom and Democracy Congress;Kurdistan Halk Kongresi;Kurdistan Halk Kongresi (KHK);Kurdistan Labor Party;Kurdistan Labour Party;Kurdistan Ozgurluk Sahinleri;Kurdistan People's Congress;Kurdistan Peoples Congress;Kurdistan Worker's Party;Kurdistan Workers Party;Kurdistan Workers Party (PKK);Kurdistan Workers Party (PKK) (Kongra-Gel);Kurdistan Workers' Party;Kurdistan Workers' Party (PKK);Kurdistan Workers' Party (Partiya Karkeren Kurdistan) (PKK);Kurdistan Workers' Party - PKK;Kurdistan Workers' Party, PKK;Kurdistan arbetarparti -PKK;Kurdistanas stradnieku partija (KSP);Kurdistani Töölispartei;Kurdistanin työväenpuolue;Kurdistanin työväenpuolue - PKK;Kurdistans arbetarparti;Kurdská strana pracujicich;Kurdská strana pracujících;Kurdská strana pracujúcich - PKK;Kustan People's Congress (KHK);Liberation Hawks;MEKAPLILAR;NEW PKK;New PKK;PARTI DES TRAVAILLEURS DU KURDISTAN;PARTI DES TRAVAILLEURS DU KURDISTAN (PKK);PARTI KARKERANI KURDISTAN;PARTI KREKAREN KURDISTAN;PARTIDO DE LOS TRABAJADORES DEL KURDISTÁN;PARTIYA KARKERAN KURDISTAN;PARTIYA KARKEREN KURDISTAN;PARTIYA KARKEREN KURDISTANE (PKK);PARTIYA KARKERÊN KURDISTANÊ (PKK);PEOPLE'S CONGRESS OF KURDISTAN;PEOPLE'S DEFENSE FORCE;PKK;PKK/KCK;PKK/KONGRA-GEL;Parti des Travailleurs du Kurdistan;Parti des Travailleurs du Kurdistan (PKK);Parti des travailleurs du Kurdistan;Parti des travailleurs du Kurdistan (PKK);Parti des travailleurs du Kurdistan - PKK;Parti destravailleurs du Kurdistan;Partido de los Trabajadores del Kurdistán;Partido de los Trabajadores del Kurdistán (PKK);Partido de los Trabajadores del Kurdistán - PKK;Partido dos Trabalhadores do Curdistao;Partido dos Trabalhadores do Curdistão;Partido dos Trabalhadores do Curdistão (PKK);Partidul Muncitoresc din Kurdistan;Partidul Muncitoresc din Kurdistan - PKK;Partito dei lavoratori del Kurdistan;Partito dei lavoratori del Kurdistan - PKK;Partito dei lavoratori del KurdistanL;Partiya Karkeran Kurdistan;Partiya Karkeren Kurdistan;Partiya Karkeren Kurdistan (PKK);Partiya Karkeren Kurdistane (PKK);Partiya Karkeren Kurdistani;Partiya Karkeren Kurdistani (PKK);Partiya Karkerên Kurdistanê (PKK);Partya Karkeren Kurdistan;People's Congress of Kurdistan;People's Defence Force;Peoples Congress of Kurdistan;Páirtí Oibrithe na Cordastáine;Páirtí Oibrithe na Cordastáine - PKK;Strana kurdských pracujúcich;Strana kurdských pracujúcich - PKK;TAK;TERÖR ÖRGÜTÜ PKK/KCK;TEYRBAZEN AZADIYA KURDISTAN;THE FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN;THE KURDISTAN FREEDOM AND DEMOCRACY CONGRESS;THE KURDISTAN PEOPLE'S CONGRESS;THE PEOPLE'S DEFENSE FORCE;Teyrbazên Azadiya Kurdistan;Teyre Azadiye Kurdistan (TAK);The People's Defense Force;WORKER'S PARTY OF KURDISTAN;Workers Party/Partiya Karkeren KurdistanHSK;the PKK",
