,left_WHOLE_NAME,left_UID,similarity,right_Company CIK Key,right_Company Name
135, REEM PHARMACEUTICAL,3312046,0.61704737,1164722,ADERIS PHARMACEUTICALS INC
136, SES INTERNATIONAL CORP,226922,0.6393832,1663917,ADEXPRESS INTERNATIONAL CORP
137, DREX TECHNOLOGIES SA,1798243,0.7306439,1211583,ADHEREX TECHNOLOGIES INC
138, ELLA MEDIA SERVICES LLC,5593312,0.64524734,752200,ADIA SERVICES INC
139, REEM PHARMACEUTICAL,3312046,0.6342614,1513525,"ADIAL PHARMACEUTICALS, L.L.C."
140, NIMR INTERNATIONAL L.L.C.,6603412,0.6249154,1336672,ADIR INTERNATIONAL LLC
141, NIMR INTERNATIONAL L.L.C.,6603410,0.6249154,1336672,ADIR INTERNATIONAL LLC
142, NIMR INTERNATIONAL L.L.C.,6603407,0.6249154,1336672,ADIR INTERNATIONAL LLC
143, GERTLER FAMILY FOUNDATION,3713019,0.8136986,1046938,ADLER FAMILY FOUNDATION INC
144, DOMANI,6249866,0.6678008,1563568,"ADOMANI, INC."
145, DORE,1268076,0.6115069,1646719,"ADORED, INC."
146, THEODOROS,3805907,0.6329421,1272471,ADORNATO THEODORE
147, SMILE TECHNOLOGIES SA,4992724,0.66858554,1610224,ADTILE TECHNOLOGIES INC.
148, SMILE TECHNOLOGIES SA LLC,4992914,0.6318298,1610224,ADTILE TECHNOLOGIES INC.
149, IAC INTERNATIONAL INC,232101,0.63847,807732,ADVA INTERNATIONAL INC
150, NIA INTERNATIONAL,2436802,0.63821065,807732,ADVA INTERNATIONAL INC
151, BOM ASSET MANAGEMENT LTD,2399587,0.68631244,1541674,ADVANCE ASSET MANAGEMENT LTD
152, IAC INTERNATIONAL INC,232101,0.61485434,1649706,ADVANCE INTERNATIONAL INC.
153, EMAXON FINANCE INTERNATIONAL INC.,133082,0.60314405,1649706,ADVANCE INTERNATIONAL INC.
154, PATRIOT,4383074,0.6290698,1490115,"ADVANCE PATRIOT, INC."
155, ADVANCED INFORMATION AND COMMUNICATION TECHNOLOGY CENTER,1793514,0.6206083,1100820,ADVANCED COMMUNICATIONS TECHNOLOGIES INC
156, DIGITAL SECURITY,4270077,0.618817,1358782,ADVANCED DIGITAL SECURITY SOLUTIONS INC
157, ALEL TECHNOLOGIES LLC,5837124,0.60478646,1706951,ADVANCED FUEL TECHNOLOGIES LTD
158, TRUST INSURANCE SERVICES SAL,5192567,0.6064282,1174021,ADVANCED FUNERAL INSURANCE SERVICES
159, PANACEA INTERNATIONAL LTD,2570231,0.6201541,1569965,ADVANCED SEA INTERNATIONAL LTD
160, DOURAN SOFTWARE TECHNOLOGIES,2520364,0.693482,1046976,ADVANCED SOFTWARE TECHNOLOGIES INC
161, DIGITAL MEDIA LAB,1793804,0.64529085,1350116,ADVANTAGE DIGITAL MEDIA INC
162, SES INTERNATIONAL CORP,226922,0.6028667,811136,ADVENT INTERNATIONAL CORP                               /ADV
163, SES INTERNATIONAL CORP,226922,0.62815547,939424,ADVENT INTERNATIONAL CORP ET AL
164, SES INTERNATIONAL CORP,226922,0.6417703,1034196,ADVENT INTERNATIONAL CORP/MA
165, AGR INTERNATIONAL LIMITED,6948184,0.62083054,1197534,ADVENT INTERNATIONAL LIMITED PARTNERSHIP
166, MEED INTERNATIONAL LIMITED,51649,0.61341107,1197534,ADVENT INTERNATIONAL LIMITED PARTNERSHIP
167, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.60379493,1197526,ADVENT PARTNERS LIMITED PARTNERSHIP
168, OYSTER INVESTMENTS LLC,4992912,0.652474,1544576,ADVISER INVESTMENTS LLC
169, PRESS SUPERVISORY BOARD,1881444,0.6189834,1157377,ADVISORY BOARD CO
170, REY INVESTMENT COMPANY,2041729,0.67446494,1404163,"ADVO INVESTMENT COMPANY, INC."
171, PARDIS INVESTMENT COMPANY,2041726,0.6097882,1404163,"ADVO INVESTMENT COMPANY, INC."
172, VEB CAPITAL,1449939,0.73374635,1536719,AEB CAPITAL
173, INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.62454075,1645503,"AECOM INTERNATIONAL DEVELOPMENT, INC."
174, SAKHTEMAN INTERNATIONAL DEVELOPMENT,4569227,0.61547196,1645503,"AECOM INTERNATIONAL DEVELOPMENT, INC."
175, IAC INTERNATIONAL INC,232101,0.6150543,1092044,"AECOM INTERNATIONAL, INC."
176, SES INTERNATIONAL CORP,226922,0.7073922,1219990,AEGIS INTERNATIONAL CORP
177, REEM PHARMACEUTICAL,3312046,0.6198257,1337553,AERIE PHARMACEUTICALS INC
178, REEM PHARMACEUTICAL,3312046,0.6387335,1189516,AERO PHARMACEUTICALS INC
179, NIA INTERNATIONAL,2436802,0.64517146,1328659,AFFINIA INTERNATIONAL HOLDINGS CORP.
180, NIA INTERNATIONAL,2436802,0.7843948,1591375,AFFINIA INTERNATIONAL INC.
181, REEM PHARMACEUTICAL,3312046,0.64269966,1213001,AFFINIUM PHARMACEUTICALS INC
182, REEM PHARMACEUTICAL,3312046,0.62512624,1398436,AFFINIUM PHARMACEUTICALS LTD
183, AFRICAN TRANS INTERNATIONAL HOLDINGS BV,4111396,0.60288537,1236714,AFRICA INTERNATIONAL FINANCIAL HOLDINGS LLC
184, BOM ASSET MANAGEMENT LTD,2399587,0.65660805,1360777,AG ASSET MANAGEMENT LLC
185, A T E INTERNATIONAL LTD,7302,0.60618633,842289,AG BAG INTERNATIONAL LTD
186, DURAND PROPERTIES LIMITED,29740,0.6106945,1408551,AG-LAND PROPERTIES LLC
187, TRUST INSURANCE SERVICES SAL,5192567,0.62985045,1166885,AGENCY PORT INSURANCE SERVICES INC
188, TRUST INSURANCE SERVICES SAL,5192567,0.62985045,1121712,AGENCYPORT INSURANCE SERVICES INC
189, SBERBANK INSURANCE COMPANY LTD,2379114,0.6352132,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
190, IRAN INSURANCE COMPANY,1273811,0.63367575,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
191, IRAN INSURANCE COMPANY,1273808,0.63367575,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
192, IRAN INSURANCE COMPANY,1273807,0.63367575,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
193, IRAN INSURANCE COMPANY,1273806,0.63367575,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
194, IRAN INSURANCE COMPANY,1240026,0.63367575,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
195, MELLAT INSURANCE COMPANY,2041736,0.6029391,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
196, MELLAT INSURANCE COMPANY,2041735,0.6029391,1540183,"AGENT ALLIANCE REINSURANCE COMPANY, LTD."
197,Hosein AGHAJANI,1392984,0.6028886,1577560,AGHAJANIAN MICHAEL
198, SES INTERNATIONAL CORP,226922,0.72807354,1626150,AGIC INTERNATIONAL CORP
199," DES INTERNATIONAL CO., LTD.",6138077,0.6123384,1626150,AGIC INTERNATIONAL CORP
200," DES INTERNATIONAL CO., LTD.",6138072,0.6123384,1626150,AGIC INTERNATIONAL CORP
201," DES INTERNATIONAL CO., LTD.",6138056,0.6123384,1626150,AGIC INTERNATIONAL CORP
202," DES INTERNATIONAL CO., LTD.",6138031,0.6123384,1626150,AGIC INTERNATIONAL CORP
203, ALEL TECHNOLOGIES LLC,5837124,0.66831243,1169065,AGION TECHNOLOGIES LLC
204, REEM PHARMACEUTICAL,3312046,0.6027541,1439222,AGIOS PHARMACEUTICALS INC
205, AGR INTERNATIONAL LIMITED,6948184,0.6682637,1447085,AGRITECH INTERNATIONAL LLC
206, AGUILAR AGUILAR Y CIA. LTDA,1218418,0.6058252,1671674,AGUILAR LUIS A
207, AGUILAR AGUILAR Y CIA. LTDA,1218418,0.7033467,1378800,AGUILAR OMAR
208,Manuel AGUIRRE GALINDO,52231,0.7058609,1490939,AGUIRRE MANUEL E
209, SHABDIS,1216419,0.6331056,1440858,AHAB DISTRESSED LP
210, A T E INTERNATIONAL LTD,7302,0.69569504,1172707,AHAB INTERNATIONAL LTD
211, CK INTERNATIONAL LTD,3747404,0.68784815,1172707,AHAB INTERNATIONAL LTD
212, CK INTERNATIONAL LTD,3747403,0.68784815,1172707,AHAB INTERNATIONAL LTD
213, STARS INTERNATIONAL LTD,2357183,0.6470792,1172707,AHAB INTERNATIONAL LTD
214, STARS INTERNATIONAL LTD,2357182,0.6470792,1172707,AHAB INTERNATIONAL LTD
215,Ahmad Ali AHMAD,417211,0.6908417,1614613,AHMAD ASIF
216,Ahmad ALI,3397817,0.68734944,1614613,AHMAD ASIF
217,Ahmad ASWAD,3398487,0.6261749,1614613,AHMAD ASIF
218,Ahmad Iman ALI,1657704,0.6291611,1230483,AHMAD IMRAN
219,Ahmad NAJIB,3398512,0.64795536,1212496,AHMAD NASER
220,Ahmad NAJIB,3398512,0.6399658,1400773,AHMAD NASSER
221,Ahmad SALIM,3398539,0.76469827,1612324,AHMAD SAMI
222,Issam Ahmad SAAD,3765655,0.6870376,1612324,AHMAD SAMI
223,Ahmad SABUNI,3398534,0.6556398,1612324,AHMAD SAMI
224,Ahmed AL-DIB,6575180,0.663988,1696733,AHMED ALIMI
225,Ahmed Ali SALEH,258633,0.65985984,1696733,AHMED ALIMI
226,Ahmed Mohammed Hamed ALI,13678,0.8181911,1416933,AHMED MOHAMED
227,Mohamed Sherif Mohamed Mohamed AWADD,6838390,0.6811569,1416933,AHMED MOHAMED
228,Mohamed Ben Ahmed MAHRI,5123200,0.6633014,1416933,AHMED MOHAMED
229,Mohamed Mohamed FARRARA LASHTAR,4315555,0.63010395,1416933,AHMED MOHAMED
230, BOM ASSET MANAGEMENT LTD,2399587,0.6336254,1086505,AIC ASSET MANAGEMENT LLC
231, IAC INTERNATIONAL INC,232101,0.7570207,2880,AIC INTERNATIONAL INC
232," SOLTECH INDUSTRY CO., LTD.",6138191,0.6529607,1537068,"AICHI MACHINE INDUSTRY CO., LTD."
233," SOLTECH INDUSTRY CO., LTD.",6138038,0.6529607,1537068,"AICHI MACHINE INDUSTRY CO., LTD."
234, SINOTECH INDUSTRY CO LTD,2288901,0.6183398,1537068,"AICHI MACHINE INDUSTRY CO., LTD."
235, REEM PHARMACEUTICAL,3312046,0.60682845,1220286,AIDA PHARMACEUTICALS INC
236, A T E INTERNATIONAL LTD,7302,0.60976815,1332977,AIJED INTERNATIONAL LTD
237, CK INTERNATIONAL LTD,3747404,0.6028904,1332977,AIJED INTERNATIONAL LTD
238, CK INTERNATIONAL LTD,3747403,0.6028904,1332977,AIJED INTERNATIONAL LTD
239, ALEL TECHNOLOGIES LLC,5837124,0.6890111,1081574,AIL TECHNOLOGIES INC
240, RIM GROUP INVESTMENTS CORP,4820248,0.626753,928032,AIM GROUP INC
241, RIM GROUP INVESTMENTS I CORP,4820231,0.6018858,928032,AIM GROUP INC
242, SONEX INVESTMENTS LTD,4400919,0.61432123,1142785,AIM INVESTMENTS LTD
243, ARGO I,1266419,0.68054056,1201395,AIR CARGO INC
244, ARMAMENT INDUSTRIES GROUP,605210,0.64134765,1009891,"AIR INDUSTRIES GROUP, INC."
245, FAJR INDUSTRIES GROUP,548061,0.63094705,1009891,"AIR INDUSTRIES GROUP, INC."
246, ARMAMENT INDUSTRIES GROUP,605210,0.68478227,1009891,AIR INDUSTRIES GROUP
247, FAJR INDUSTRIES GROUP,548061,0.67367744,1009891,AIR INDUSTRIES GROUP
248, SES INTERNATIONAL CORP,226922,0.65580934,1098207,AIR WATER INTERNATIONAL CORP
249, CARGO AIRCRAFT LEASING CORP,232099,0.7270873,1052098,AIRCRAFT LEASING INC
250, MEED INTERNATIONAL LIMITED,51649,0.6196625,842184,AIRFUND INTERNATIONAL LIMITED PARTNERSHIP
251, AGR INTERNATIONAL LIMITED,6948184,0.6042584,842184,AIRFUND INTERNATIONAL LIMITED PARTNERSHIP
252, CARGO FREIGHT INTERNATIONAL,594259,0.7083625,1085367,AIRGO FREIGHT INC
253, CARGO FREIGHT INTERNATIONAL,594258,0.7083625,1085367,AIRGO FREIGHT INC
254, STARS COMMUNICATIONS LTD,2357179,0.64601576,1177205,AIRLINE COMMUNICATIONS LTD
255, A T E INTERNATIONAL LTD,7302,0.6576118,1419682,AIRLOG INTERNATIONAL LTD.
256, CK INTERNATIONAL LTD,3747404,0.6501944,1419682,AIRLOG INTERNATIONAL LTD.
257, CK INTERNATIONAL LTD,3747403,0.6501944,1419682,AIRLOG INTERNATIONAL LTD.
258, STARS INTERNATIONAL LTD,2357183,0.61165714,1419682,AIRLOG INTERNATIONAL LTD.
259, STARS INTERNATIONAL LTD,2357182,0.61165714,1419682,AIRLOG INTERNATIONAL LTD.
260, A T E INTERNATIONAL LTD,7302,0.6545809,764587,AIRSHIP INTERNATIONAL LTD
261, CK INTERNATIONAL LTD,3747404,0.64719766,764587,AIRSHIP INTERNATIONAL LTD
262, CK INTERNATIONAL LTD,3747403,0.64719766,764587,AIRSHIP INTERNATIONAL LTD
263, STARS INTERNATIONAL LTD,2357183,0.6088382,764587,AIRSHIP INTERNATIONAL LTD
264, STARS INTERNATIONAL LTD,2357182,0.6088382,764587,AIRSHIP INTERNATIONAL LTD
265, SES INTERNATIONAL CORP,226922,0.6472589,93205,AIRWARE INTERNATIONAL CORP.
266, DENA AIRWAYS,4250485,0.6073677,946362,AIRWAYS CORP
267, BLUE AIRWAYS,4250364,0.6057777,946362,AIRWAYS CORP
268, TIVA KARA CO LTD,2222253,0.6367699,1115751,AKARA CORP
269,Gula Khan HAMIDI,3752546,0.6466308,1295252,AKHAVAN HAMID
270,Abdul MAJEED,43153,0.68685234,1439704,AL FAHIM ABDUL MAJEED ISMAIL
271,Abdullah Ahmed ABDULLAH,13676,0.6260975,1115879,AL GABANDI ABDULLAH
272, IAC INTERNATIONAL INC,232101,0.7845625,1569329,"AL INTERNATIONAL, INC."
273, NIA INTERNATIONAL,2436802,0.6121042,1569329,"AL INTERNATIONAL, INC."
274,Samir AL-QADI,417150,0.62309384,1427498,AL-QADI HANI
275,Abdullah Ahmed ABDULLAH,13676,0.61100715,1174619,AL-RUSHAID ABDULLAH R
276,Ahmad Ali AHMAD,417211,0.6505772,1512374,AL-SATI AHMAD
277, IRAN AIRCRAFT INDUSTRIES,840575,0.68383205,771729,"ALABAMA AIRCRAFT INDUSTRIES, INC"
278, IAC INTERNATIONAL INC,232101,0.63336927,1348260,ALBERT INTERNATIONAL INC
279, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.62987584,783425,ALC COMMUNICATIONS CORP
280, DANIEL,1955894,0.62687826,1661971,ALCAIN DANIEL
281, IRAN ALUMINUM COMPANY,1053730,0.71535456,890660,ALCAN ALUMINUM CORP
282, SOUTH ALUMINUM COMPANY,4568658,0.6202356,890660,ALCAN ALUMINUM CORP
283, ALMAHDI ALUMINUM CO.,2489338,0.6150022,890660,ALCAN ALUMINUM CORP
284, SB INTERNATIONAL SARL,2378590,0.60043025,1697518,ALCECO INTERNATIONAL S.A.
285, ALUMINAT,1910936,0.60860866,1267503,ALCHEM ALUMINUM INC
286, ALUMINAT,1910936,0.60860866,1403200,"ALCHEM ALUMINUM, INC."
287, ADVANCED TECHNOLOGIES COMPANY OF IRAN,1302652,0.63047636,1468978,ALCO ADVANCED TECHNOLOGIES INC
288, IRAN COMBINE MANUFACTURING CO.,5172995,0.61154735,1525332,ALCO MANUFACTURING HOLDING CORP
289, JINHOU INTERNATIONAL HOLDINGS CO LTD,3544321,0.6057235,836243,ALCOA INTERNATIONAL HOLDINGS CO
290, SES INTERNATIONAL CORP,226922,0.63926864,1555875,ALCOY INTERNATIONAL
291, REEM PHARMACEUTICAL,3312046,0.60824496,1531984,"ALDEA PHARMACEUTICALS, INC."
292, IRAN ELECTRONICS INDUSTRIES,599153,0.6412926,3398,ALDEN ELECTRONICS INC
293, ELECTRONICS INSTITUTE,553016,0.6165506,3398,ALDEN ELECTRONICS INC
294, DANIEL,1955894,0.62900966,1576237,ALEGRE DANIEL
295, MANAURE,4857310,0.67532825,1180593,ALEMAN AURELIO
296, IAC INTERNATIONAL INC,232101,0.66402626,202890,"ALERIS INTERNATIONAL, INC."
297, IAC INTERNATIONAL INC,232101,0.66402626,1516386,"ALERIS INTERNATIONAL, INC."
298, AMAN HOLDING COMPANY,4870165,0.6314479,1643449,"ALERT HOLDING COMPANY, INC."
299, A T E INTERNATIONAL LTD,7302,0.6392833,1215747,ALEXANDER INTERNATIONAL LTD
300, CK INTERNATIONAL LTD,3747404,0.6320726,1215747,ALEXANDER INTERNATIONAL LTD
301, CK INTERNATIONAL LTD,3747403,0.6320726,1215747,ALEXANDER INTERNATIONAL LTD
302,Alexander Alexandrovich ZHAROV,1262760,0.61925447,3499,ALEXANDERS INC
303, SES INTERNATIONAL CORP,226922,0.70315814,820600,ALFA INTERNATIONAL CORP
304, JINHOU INTERNATIONAL HOLDINGS CO LTD,3544321,0.6095141,820600,ALFA INTERNATIONAL HOLDINGS CORP.
305, ALEL TECHNOLOGIES LLC,5837124,0.6304254,1212462,ALGAL TECHNOLOGIES INC
306,Amin AL-HAQ,40680,0.6379013,900208,ALHAM INC
307, NIA INTERNATIONAL,2436802,0.6595565,1616486,ALI AIR INTERNATIONAL LLC
308, MEHDI GROUP,5198787,0.6091392,1035036,ALI MEHDI R
309,Ali Mohamad SALEH,1653083,0.76989055,1580247,ALI MOHAMAD
310,Ali Mohamad DAOUN,6871094,0.70251334,1580247,ALI MOHAMAD
311,Ali Mohamed RAGE,1079704,0.6451453,1580247,ALI MOHAMAD
312,Mohamad AMEEN,777744,0.6275111,1580247,ALI MOHAMAD
313,Ahmad Ali AHMAD,417211,0.73789626,1324234,ALIAHMAD RANI
314, SMILE TECHNOLOGIES SA,4992724,0.6019371,1603909,"ALICE TECHNOLOGIES, INC."
315, NIA INTERNATIONAL,2436802,0.63233995,1315865,"ALIMENTARIA INTERNATIONAL, INC."
316, REEM PHARMACEUTICAL,3312046,0.6108185,1340332,ALINEA PHARMACEUTICALS INC
317, SES INTERNATIONAL CORP,226922,0.7653698,1599380,ALION INTERNATIONAL CORP
318," DES INTERNATIONAL CO., LTD.",6138077,0.64700395,1599380,ALION INTERNATIONAL CORP
319," DES INTERNATIONAL CO., LTD.",6138072,0.64700395,1599380,ALION INTERNATIONAL CORP
320," DES INTERNATIONAL CO., LTD.",6138056,0.64700395,1599380,ALION INTERNATIONAL CORP
321," DES INTERNATIONAL CO., LTD.",6138031,0.64700395,1599380,ALION INTERNATIONAL CORP
322, ASCOTEC SCIENCE & TECHNOLOGY GMBH,1304215,0.61596346,1166568,ALION SCIENCE & TECHNOLOGY CORP
323, BOM ASSET MANAGEMENT LTD,2399587,0.6869106,1629996,ALKEN ASSET MANAGEMENT LTD.
324, INFORMATION SYSTEMS IRAN,1322711,0.7186617,1472155,"ALLEGIANT INFORMATION SYSTEMS, INC."
325, DANIEL,1955894,0.65757465,1515149,ALLEN DANIEL D
326, DANIEL,1955894,0.6453643,1341681,ALLEN DANIEL J
327, DANIEL,1955894,0.6453643,1482133,ALLEN DANIEL J
328, DANIEL,1955894,0.6426195,1693296,ALLEN DANIEL M.
329, DANIEL,1955894,0.65281534,1035922,ALLEN DANIEL S
330, IAC INTERNATIONAL INC,232101,0.66333574,1450222,ALLEN INTERNATIONAL INC
331, A T E INTERNATIONAL LTD,7302,0.6054249,1450222,ALLEN INTERNATIONAL INC
332,Stephen LO,2093295,0.67394817,1604679,ALLEN STEPHEN L
333, ALEL TECHNOLOGIES LLC,5837124,0.6189079,1315660,ALLEN TECHNOLOGIES INC
334, REEM PHARMACEUTICAL,3312046,0.6119455,1624658,"ALLENA PHARMACEUTICALS, INC."
335, ALL ENERGY INVESTMENTS LTD,3562451,0.69028914,1061836,ALLENERGY INC
336, A T E INTERNATIONAL LTD,7302,0.60920167,1476073,ALLHOMELY INTERNATIONAL LTD
337, CK INTERNATIONAL LTD,3747404,0.6023303,1476073,ALLHOMELY INTERNATIONAL LTD
338, CK INTERNATIONAL LTD,3747403,0.6023303,1476073,ALLHOMELY INTERNATIONAL LTD
339, RUSSIAN FINANCIAL ALLIANCE BANK,2873397,0.6035284,885638,ALLIANCE BANCORP
340, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.6373239,1005887,ALLIANCE COMMUNICATIONS CORP
341, NPC ALLIANCE CORPORATION,1983801,0.6248302,1086796,ALLIANCE CORP
342, BENEVOLENCE INTERNATIONAL FUND,89047,0.6194162,350182,ALLIANCE INTERNATIONAL FUND INC
343, BENEVOLENCE INTERNATIONAL FUND,89047,0.6456615,350182,ALLIANCE INTERNATIONAL FUND
344, REEM PHARMACEUTICAL,3312046,0.61633646,736994,ALLIANCE PHARMACEUTICAL CORP.
345, REEM PHARMACEUTICAL,3312046,0.61633646,736994,ALLIANCE PHARMACEUTICAL CORP
346, GLOBAL UNITED BIOTECHNOLOGY INC.,5915602,0.6264838,929818,ALLIED BIOTECHNOLOGY INTERNATIONAL INC
347, GLOBAL UNITED BIOTECHNOLOGY INC.,5915600,0.6264838,929818,ALLIED BIOTECHNOLOGY INTERNATIONAL INC
348, IRAQI ALLIED SERVICES LIMITED,51640,0.6022349,1485400,"ALLIED SERVICES, LLC"
349, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.66805845,1020391,ALLIN COMMUNICATIONS CORP
350, STARS COMMUNICATIONS LTD,2357179,0.6102929,1020391,ALLIN COMMUNICATIONS CORP
351, SONIA I,1268137,0.7150837,1444948,"ALLISON, IAIN"
352, SES INTERNATIONAL CORP,226922,0.6226332,1334225,ALLIXON INTERNATIONAL CORP
353, STARS COMMUNICATIONS LTD,2357179,0.6304151,1513936,ALLO COMMUNICATIONS LLC
354, STARS COMMUNICATIONS LTD,2357179,0.66463387,1365767,ALLOT COMMUNICATIONS LTD.
355, STREAM,1794065,0.64421433,1045359,ALLSTREAM INC
356, BLUE AIRWAYS,4250364,0.61150223,1692992,ALLURE AIRWAYS INC.
357,Abdul AZIZ,4534694,0.6803612,1496249,ALNAMLAH ABDULAZIZ M
358, REEM PHARMACEUTICAL,3312046,0.63272476,1178670,ALNYLAM PHARMACEUTICALS INC
359, REEM PHARMACEUTICAL,3312046,0.63272476,1178670,"ALNYLAM PHARMACEUTICALS, INC."
360, ALEL TECHNOLOGIES LLC,5837124,0.61367947,1580658,"ALPENTAL TECHNOLOGIES, INC."
361, SES INTERNATIONAL CORP,226922,0.70575434,1062038,ALPHA INTERNATIONAL CORP
362, A T E INTERNATIONAL LTD,7302,0.6569046,1673458,ALPHA RING INTERNATIONAL LTD
363, CK INTERNATIONAL LTD,3747404,0.6494952,1673458,ALPHA RING INTERNATIONAL LTD
364, CK INTERNATIONAL LTD,3747403,0.6494952,1673458,ALPHA RING INTERNATIONAL LTD
365, STARS INTERNATIONAL LTD,2357183,0.6109994,1673458,ALPHA RING INTERNATIONAL LTD
366, STARS INTERNATIONAL LTD,2357182,0.6109994,1673458,ALPHA RING INTERNATIONAL LTD
367, ALPHABET INTERNATIONAL DMCC,5647879,0.6393493,1652044,ALPHABET INC.
368, MAINPHARMA,5023601,0.6652913,730469,ALPHARMA INC
369, REEM PHARMACEUTICAL,3312046,0.6628716,1235730,ALPHARMA PHARMACEUTICALS INC
370, REEM PHARMACEUTICAL,3312046,0.63916254,1235723,ALPHARMA US PHARMACEUTICAL LLC
371, SES INTERNATIONAL CORP,226922,0.602987,1079552,ALTADIGIT INTERNATIONAL CORP
372, SES INTERNATIONAL CORP,226922,0.6798418,1570937,ALTAIR INTERNATIONAL CORP.
373, IAC INTERNATIONAL INC,232101,0.6034666,1016546,ALTAIR INTERNATIONAL INC
374, TOVASE DEVELOPMENT CORP,5280920,0.6167661,1125384,ALTEA DEVELOPMENT CORP
375, SINA ENERGY DEVELOPMENT COMPANY,3220034,0.63864636,1446885,ALTERNATIVE ENERGY DEVELOPMENT CORP
376, A T E INTERNATIONAL LTD,7302,0.684209,1464072,ALTIMA INTERNATIONAL LTD
377, CK INTERNATIONAL LTD,3747404,0.67649174,1464072,ALTIMA INTERNATIONAL LTD
378, CK INTERNATIONAL LTD,3747403,0.67649174,1464072,ALTIMA INTERNATIONAL LTD
379, STARS INTERNATIONAL LTD,2357183,0.6363958,1464072,ALTIMA INTERNATIONAL LTD
380, STARS INTERNATIONAL LTD,2357182,0.6363958,1464072,ALTIMA INTERNATIONAL LTD
381, HALTI,1268243,0.6632212,1438007,ALTIN
382, HALTI,1268243,0.6632212,1471944,ALTIN
383, SMILE TECHNOLOGIES SA,4992724,0.6062177,1142254,ALTRAN TECHNOLOGIES S A /FI
384, NIA INTERNATIONAL,2436802,0.64073014,1322463,ALTURA INTERNATIONAL
385, ALUMINAT,1910936,0.82824713,857071,ALUMINA LTD
386, IRAN ALUMINUM COMPANY,1053730,0.6724603,1663968,"ALUMINUM CONSOLIDATION COMPANY, LLC"
387, SOUTH ALUMINUM COMPANY,4568658,0.6414759,1663968,"ALUMINUM CONSOLIDATION COMPANY, LLC"
388,Carlos ALVARES,5420613,0.605447,1580195,ALVARADO CARLOS M
389,Wenceslao ALVAREZ ALVAREZ,958520,0.6177926,1268885,ALVAREZ AIDA
390,Wenceslao ALVAREZ ALVAREZ,958520,0.6052661,1413153,ALVAREZ ARAMIS
391,Carlos ALVARES,5420613,0.66305166,1188022,ALVAREZ CARLOS
392, REEM PHARMACEUTICAL,3312046,0.60833985,1374116,ALVINE PHARMACEUTICALS INC
393, DANA HOLDINGS LIMITED,6592242,0.610682,1555264,ALVIVA HOLDINGS LIMITED/ADR
394, HAMGAM,939156,0.6489835,1707590,"AM GA, LLC"
395, IAC INTERNATIONAL INC,232101,0.7416921,2310,AM INTERNATIONAL INC
396, NIA INTERNATIONAL,2436802,0.66660446,2310,AM INTERNATIONAL INC
397, SPI INTERNATIONAL,5644930,0.64147544,2310,AM INTERNATIONAL INC
398, SPI INTERNATIONAL,5644929,0.64147544,2310,AM INTERNATIONAL INC
399, SPI INTERNATIONAL,5644868,0.64147544,2310,AM INTERNATIONAL INC
400, A T E INTERNATIONAL LTD,7302,0.6225552,2310,AM INTERNATIONAL INC
401, U I INTERNATIONAL,34626,0.62025,2310,AM INTERNATIONAL INC
402, CK INTERNATIONAL LTD,3747404,0.61553323,2310,AM INTERNATIONAL INC
403, CK INTERNATIONAL LTD,3747403,0.61553323,2310,AM INTERNATIONAL INC
404, SES INTERNATIONAL CORP,226922,0.6143846,2310,AM INTERNATIONAL INC
405, SONEX INVESTMENTS LTD,4400919,0.6766069,733049,AM INVESTMENTS LTD
406, ALL ENERGY INVESTMENTS LTD,3562451,0.6421,733049,AM INVESTMENTS LTD
407, D.G.D. INVESTMENTS LTD.,3713003,0.63744724,733049,AM INVESTMENTS LTD
408, FRUMINETI INVESTMENTS LTD,2453841,0.6167368,733049,AM INVESTMENTS LTD
409, IAC INTERNATIONAL INC,232101,0.8149115,802523,AM PAC INTERNATIONAL INC
410, DAVAR SHIPPING CO LTD,1657149,0.6099121,1611741,AMALFI SHIPPING CO LTD
411, PANDORA SHIPPING CO S A,52188,0.67014635,1361319,AMARA SHIPPING CO
412, A T E INTERNATIONAL LTD,7302,0.6653399,1263142,AMARANTH INTERNATIONAL LTD
413, CK INTERNATIONAL LTD,3747404,0.65783536,1263142,AMARANTH INTERNATIONAL LTD
414, CK INTERNATIONAL LTD,3747403,0.65783536,1263142,AMARANTH INTERNATIONAL LTD
415, STARS INTERNATIONAL LTD,2357183,0.6188453,1263142,AMARANTH INTERNATIONAL LTD
416, STARS INTERNATIONAL LTD,2357182,0.6188453,1263142,AMARANTH INTERNATIONAL LTD
417, ARC RESOURCES CORPORATION LTD,6823341,0.6076686,1175596,AMARC RESOURCES LTD
